textA,textB,keywordsA,keywordsB,authorA,authorb,named_entitiesA,named_entitiesB
'There will be no public funding for abortion in this legislation.',"'The claim ... that we plan to set up panels of bureaucrats with the power to  kill off senior citizens ... is a lie, plain and simple.'","Abortion,Health Care",Health Care,Bart Stupak,Barack Obama,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Alaska,Barack Obama,Comparative Effectiveness Research,Down Syndrome,Facebook,Obama administration,Peter Orszag,Sarah Palin,comparative effectiveness research,death panel,the power"
'There will be no public funding for abortion in this legislation.','President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.',"Abortion,Health Care","Abortion,Health Care",Bart Stupak,Planned Parenthood,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Barack Obama,Joe Wilson,John Boehner,Planned Parenthood,Planned Parenthood Action Fund,abortion,abortion rights,health care reform"
'There will be no public funding for abortion in this legislation.',Health insurance premiums 'have almost doubled ... since 2000.',"Abortion,Health Care",Health Care,Bart Stupak,Hillary Clinton,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Hillary Clinton,Kaiser Family Foundation,PolitiFact"
'There will be no public funding for abortion in this legislation.',"'Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.'","Abortion,Health Care",Health Care,Bart Stupak,Suzanne Somers,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Affordable Care Act,Barack Obama,Congressional Budget Office,Los Angeles Times,Maclean’s,Ponzi Scheme,Suzanne Somers,Three’s Company,Wall Street Journal,Winston Churchill"
'There will be no public funding for abortion in this legislation.','The Children's Defense Fund rated McCain as the worst senator in Congress for children.',"Abortion,Health Care",Health Care,Bart Stupak,MoveOn.org,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Barack Obama,Children's Defense Fund,Hillary Clinton,John McCain,MoveOn,MoveOn.org,State Children's Health Insurance Program,minimum wage"
'There will be no public funding for abortion in this legislation.','She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.',"Abortion,Health Care",Health Care,Bart Stupak,Hillary Clinton,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","9/11 attacks,Charles Schumer,Environmental Protection Agency,New Hampshire,New York City,World Trade Center,World Trade Center site"
'There will be no public funding for abortion in this legislation.',"'In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.'","Abortion,Health Care",Health Care,Bart Stupak,Michelle Obama,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","America's Health Insurance Plans,Barack Obama,District of Columbia,Domestic Violence,Idaho,James Mitchell,Mike Chaney,Mississippi Insurance Commissioner,National Association of Insurance Commissioners,National Women's Law Center,North Carolina,North Dakota,Oklahoma,Service Employees International Union,South Carolina,South Dakota,Wyoming,domestic violence,pre-existing condition"
'There will be no public funding for abortion in this legislation.','Less than four cents of every health care dollar is spent on prevention and public health.',"Abortion,Health Care",Health Care,Bart Stupak,Democratic National Committee,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Center for Disease Control and Prevention,David Satcher,Dean Ornish,Health Care Financing Administration,Morbidity and Mortality Weekly Report,University of California San Francisco"
'There will be no public funding for abortion in this legislation.',"'Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.'","Abortion,Health Care",Health Care,Bart Stupak,Dan Gecker,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Chesterfield,Chesterfield County,GDP,Glen Sturtevant,Harvard School of Public Health,John Watkins,Julio Frenk,Libertarian,New York State Department of Health,OECD,Organization for Economic Cooperation and Development,Powhatan County,Qatar,Republican,Saudi Arabia,World Bank,World Health Organization,about about,gross domestic product,health care. Saudi Arabia,universal care,universal health care,universal health-care coverage"
'There will be no public funding for abortion in this legislation.',Health care premiums for consumers have doubled since 2001.,"Abortion,Health Care",Health Care,Bart Stupak,Jay Rockefeller,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Capitol Hill,Jay Rockefeller,Kaiser Family Foundation"
'There will be no public funding for abortion in this legislation.',"'The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.'","Abortion,Health Care","Abortion,Health Care,Women",Bart Stupak,Cory Booker,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Bayonne,Burlington County,Cherry Hill,Chris Christie,Cory Booker,Democratic National Convention,Millville,NJ.com,New Jersey,Planned Parenthood,PolitiFact,Republican,YouTube,override,veto"
'There will be no public funding for abortion in this legislation.',Every family health insurance policy has 'a $900 hidden tax' to subsidize health care costs of the uninsured.,"Abortion,Health Care",Health Care,Bart Stupak,Hillary Clinton,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Bill O’Reilly,Clinton administration,Emory University,Families USA,Hillary Clinton,Kenneth E. Thorpe,Lewin Group,Medicare Payment Advisory Commission,Multiple Sclerosis,Sheils,The price,diabetes,hardworking families,heroin"
'There will be no public funding for abortion in this legislation.',"The Affordable Care Act 'provided over 200,000 West Virginians with health care coverage.'","Abortion,Health Care",Health Care,Bart Stupak,West Virginia Democratic Party,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","2018 election,2018 midterm elections,Affordable Care Act,Donald Trump,Kaiser Family Foundation,Medicaid,Medicare,Patrick Morrisey,PolitiFact,Republican,West Virginia,West Virginia Democratic Party,https,pre-existing condition,twitter"
'There will be no public funding for abortion in this legislation.',McCain 'said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.',"Abortion,Health Care",Health Care,Bart Stupak,Planned Parenthood,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Hillary Rodham Clinton,John McCain,Planned Parenthood,condom,contraception,sex education in the United States"
'There will be no public funding for abortion in this legislation.',"'Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost.'","Abortion,Health Care",Health Care,Bart Stupak,Matt Miller,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Barack Obama,Netherlands,Organization for Economic Cooperation and Development,Switzerland,White House,gross domestic product,universal health care"
'There will be no public funding for abortion in this legislation.',The uninsured rate in California reached 'a historic low of 7.4 percent in 2016.',"Abortion,Health Care",Health Care,Bart Stupak,Jerry Brown,"Abortion rights,Barack Obama,Bart Stupak,Ben Nelson,Democrat,Fox News,Hyde Amendment,John Boehner,NARAL Pro Choice America,National Organization for Women,National Right to Life Committee,Planned Parenthood,Rep. Randy Neugebauer,Republican,U.S. Conference of Catholic Bishops,abortion,executive order,health care reform bill,incest,quo on,segregated fund","Affordable Care Act,California Health Care Foundation,Centers for Disease Control and Prevention,Jerry Brown,Kevin McCarthy,Medicaid,Medicare,National Center for Health Statistics,Obamacare,PolitiFact,U.S. Census Bureau,UCLA,Washington D.C,https"
